JUDGMENT,Summarized_text,Label,Scores
" O R D E R Leave granted. We have heard learned counsel for the parties. When the  respondent failed  to be represented pursuant to the notice issued by this Court, we requested the Supreme Court  Legal  Services  Committee  to  assign  the  counsel. Accordingly, Smt. K. Sarda Devi has been assigned the case. This appeal  by special  leave arises from the order of the Administrative  Tribunal, Madras, made on April 22, 1996 in  O.A.   No.159/90.  The   admitted  facts  are  that  the respondent  was   initially  appointed   in   a   contingent establishment on  November 20,  1942 and was later appointed on regular  basis as  an Attendant  on February 18, 1945. He tendered voluntary  resignation by letter dated June 6, 1970 which was  accepted by the Government w.e.f. March 19, 1970. As per  the pre-existing  rules, the  Government servant was required to  put in  30  years  of  qualifying  service  for pensionary benefits.  Rules came  to be  amended by  G.O.Ms. No.1537 which  came to  be effective from November 13, 1972. It was stated therein that the Government may, be giving him notice of  not less  than three  months in  writing or three months pay  and allowances  in lieu of such notice, after he has attained  the  age  of  fifty  years  on  after  he  has completed twenty five years of qualifying service retire any Government servant.  Any Government servant who has attained the age  of 50  years or  who  has  completed  25  years  of qualifying service  may also likewise retire from service by giving notice of not less than three months in writing to be appropriate authority.  This rule  has come  into force,  as stated earlier,  w.e.f March  1, 1972.  The  respondent  has voluntarily retired on March 20, 1970 and since then, he has already joined another institution. The view of the Tribunal that he  is entitled  to pension  on completing  25 years of qualifying service  applying the  aforesaid G.O., is clearly illegal. It  cannot be  given retrospective effect. However, since the  respondent had  rendered two  years of  temporary service and  there  is  a  short-fall  of  three  years  for computing the  pension, Government  is  at  liberty  and  is accordingly directed  to consider  his case  whether  he  is eligible  in   accordance  with   appropriate  procedure  to http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 pensionary benefits  or relaxation  may be  given  and  pass appropriate orders  within a  period of four months from the date of receipt of the order. The appeal is accordingly disposed of. No. costs.","This appeal  by special  leave arises from the order of the Administrative  Tribunal, Madras, made on April 22, 1996 in O.A.Ms. No.159/90. Smt. K. Sarda Devi has been assigned the case. We have heard learned counsel for the parties.",special leave petitions,43.44
" THE 22ND DAY OF AUGUST, 1996 Present: Hon’ble Mr. Justice M.M. Punchhi Hon’ble Mrs. Justice Sujata V. Manohar Pramod Swarup, Adv. For the appellants. B.B. Singh. Adv. for the respondents. O R D E R The following order of the Court was delivered: Jote Singh (dead) by LRs V. Ram Das Mahto and others O R D E R The facts  as found  by the  High Court  are that  at a point of  time, Smt.  Udwantia was  the owner  of the estate left by  her late husband - Thakur Mahto. In the presence of her daughter  Ram Deiya,  she gifted  her property to Ramdas Mahto, her grandson, the son of Ram Deiya. This Ramdas Mahto deprived himself  of the property by effecting two sales and by suffering an auction sale. Ram Deiya filed a suit, out of which this  appeal has  arisen, to  claim  that  her  mother Udwantia being  a limited  owner, could  not have gifted the property to  Ramdas Mahto,  the latter’s  son and, thus, she pleaded for  return of  the properties, by then in the hands of the  transferees and  the auction purchaser, The suit was decreed by the trial court. The first appellate court of the Additional District  Judge confirmed the same. At the second appellate state  before the High Court, the plaintiff - Smt, Ram Deiya  - died  and her  son, Ram  das Mahto,  who was  a defendant in  the suit, succeeded to the estate. It was then that an  argument was  built that  since Ram  Das Mahto  had succeeded to  the property,  any defect  in title  to  those sales stood rectified and omission(s) supplied by the thrust of the  provisions of  Sections 41 and 43 of the Transfer of Property Act  (the Act).  The argument  was accepted  by the High Court  but insofar  as  the  voluntary  transfers  were concerned. In respect of the court sale, in the execution of http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 a decree against Ram Das Mahtos such treatment was not meted out. This  has given  rise to  this appeal  by  the  auction purchaser,  clamouring   that  he   was  entitled  to  equal treatment on  the same  interpretation of Sections 41 and 43 of the Act, as put by the High Court. As a  doctrine, it  is well-established  that  where  a person sells  property of  which he  is not the owner but of which he  afterwards becomes  the owner, he is bound to make good the  sale to  the purchaser  out  of  his  subsequently acquired interest.  See in  this connection  Alukmonee Dabee vs. Banee  Madhub Chuckerbutty  and Anr  [ILR-IV Calcutta at 677]. It is equally well-settled that the said doctrine does not apply to a sale when made by or through court because of its very  nature, it  being involuntary  from the sufferer’s angle.  It   is  also   well-understood  that   neither  the provisions of  Section 41  nor that of Section 43 of the Act are available for the benefit of the auction-purchasers, for these provisions  come to  the rescue  of  transferees  from ostensible owners or of transferees who purchase property in good faith  from unauthorised  persons and  who subsequently acquire interest  in the  property  transferred.  These  two provisions logically  get engaged in voluntary transfers and not in  involuntary transfers.  like auction sales. There is no question  of the  court  ever  playing  the  role  of  an ostensible owner  or a  representative owner of the property when selling,  so as to attract the provisions of Section 41 or 43  of the  Act. In  face  of  these  principles,  it  is difficult to  hold that  the High  Court was in error in not giving the  benefit of  the aforesaid  two provisions to the auction purchaser, the appellant herein. The appeal,  therefore has  no merit.  It fails  and is hereby dismissed. No costs.",Ram Das Mahto and others appealed against the High Court decision. The appeal was dismissed on the grounds that the transfer of property was voluntary and not an involuntary sale. The High Court held that the sale was made by or through court.,transfer,33.4
" JUDGMENT O R D E R CIVIL APPEAL NO.412  OF 2008 (SPECIAL LEAVE PETITION (C) NO.1284 OF 2007) Leave granted. Heard the parties. By the order impugned the High Court dismissed the Arbitration Application invoking the arbitration clause as barred by limitation. We have been taken through the High Court order.  The undisputed fact is that although the work stood completed sometime in 1999-2000 the correspondences were made between the parties with regard to the settlement of bills. The correspondences made between the parties are  letters dated 21.01.2003, 11.04.2003 and 24.04.2003.  Unfortunately, the High Court has failed to take note of these correspondences but dismissed application invoking arbitration clause as barred by limitation. : 2 : We are of the clear view that the High Court was in error in not considering these correspondences between the parties.  The order of the High Court is accordingly set aside.  The Arbitration Application No.16 of 2006 is restored to the file of the High Court for afresh disposal by taking into account the correspondences made between the parties vide letters dated 21.01.2003, 11.04.2003 and 24.04.2003. Since, the matter is pending for quite some time, the High Court is requested to dispose of the said Arbitration Application as expeditiously as possible preferably within three months from the date of receipt of this order. The appeal is disposed of accordingly.",High Court dismissed the Arbitration Application invoking the arbitration clause as barred by limitation. We are of the clear view that the High Court was in error in not considering these correspondences between the parties. The appeal is disposed of accordingly.,special leave petitions,51.15
" SYED SHAH MOHAMMED QUADRI, J. Heard learned counsel for the parties. Leave is granted. This appeal is from the final order passed by the High Court of Judicature at Bombay in Writ Petition No.2368 of 2001 on November 6, 2001.  By the said order a Division Bench of the High Court directed the appellant to deposit 25% of the amount of duty [which is the subject-matter of appeals in respect of twenty two show cause notices pending before the Commissioner of Central Excise (Appeals), Bombay, the fifth respondent], by way of pre-deposit. The facts, insofar as they are relevant for disposal of this appeal, may be noticed here.  On May 2, 1994, the appellant was issued a show cause notice by the Additional Commissioner of Central Excise, Bombay-III, the third respondent, invoking extended period raising a demand of Rs.4,82,280.11 on various grounds (covering the period from April 1, 1989 to July 31, 1993).  That notice was replied to by the appellant and the matter was pending consideration before the third respondent.   The Superintendent, Central Excise served various notices on the appellant on different dates (they are twenty one in number) raising a total demand of Rs.50,26,029.89 to show cause to the Assistant Collector of Central Excise, Division-X, Bombay.  Six out of the twenty one cases were pending before him after remand.   While so, on March 23, 2001 and March 27, 2001, the case relating to show cause notice dated May 2, 1994 was taken up for consideration by the third respondent who, however, adjudicated the said twenty show cause notices also and confirmed the demand raised in all the twenty two cases by order dated March 30, 2001.  Dissatisfied with the said order, the appellant filed appeal before the fifth respondent herein and also sought waiver of the pre-deposit of the amount in demand.  The fifth respondent ordered that the whole amount of duty, namely, Rs.55,08,310 and penalty of Rs.5,00,000 be deposited within 15 days.  The appellant assailed that order in Writ Petition No.2368 of 2001 before the High Court of Judicature at Bombay.  By the impugned order dated November 6, 2001, the High Court reduced the amount of pre-deposit to 25% of the http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 amount of duty in question in all the appeals.  It is that order of the High Court which is brought under challenge in this appeal. An order declining to grant waiver of pre-deposit or a percentage thereof is a discretionary order and this Court would not ordinarily interfere in such an order.  It is only in the rarest of the rare case, when due to improper exercise of discretion, the interests of justice get defeated that this Court would grant appropriate relief.  From the facts stated above, it is evident that though the case under consideration of the third respondent was in respect of show cause notice dated May 2, 1994, in the final order he, however, proceeded to confirm the demand which was the subject-matter of all the twenty two show cause notices.  In such  a  case,  the  amount   in  question  in  all  the  twenty  two appeals should not be the basis to counter the question of pre- deposit.  In our view, a sum of Rs.4,82,280.11 deposited by the appellant pursuant to the interlocutory order of this Court dated January 25, 2001and which represented the amount in demand pursuant to show case notice dated May 2, 1994, would be sufficient compliance of requirement of pre-deposit in the bunch of appeals and would also meet the ends of justice.  The impugned order of the High Court varying the order of the Commissioner of Central Excise (Appeals), Bombay, is accordingly modified.  The fifth respondent is directed to dispose of the appeals in accordance with law uninfluenced by any observations made by this Court in this order.  The appeal is accordingly allowed.  No costs.","This appeal is from the final order passed by the High Court of Judicature at Bombay in Writ Petition No.2368 of 2001 on November 6, 2001. On May 2, 1994, the appellant was issued a show cause notice by the Additional Commissioner of Central Excise, Bombay-III, the third respondent, invoking extended period raising a demand of Rs.4,82,280.11. Six out of the twenty one cases were pending before him after remand. The fifth respondent ordered that the whole amount of duty, namely, Rs.55,08,310 and penalty ofRs.5,00,000 be deposited within 15 days.",special leave petitions,22.85
" JUDGMENT O R D E R CIVIL APPEAL NO.1283  0F  2008 [ Arising out of SLP [C] No.15829 of 2006 ] 1.      Delay condoned. 2.      Leave granted. 3.      This special leave petition, in which leave has already been granted, has  been  filed  against  the  final judgment and order dated 15th February, 2005  in Writ  Petition  [C]  No.4723  of 2003 by the High Court of Madhya Pradesh Bench at Indore. 4.      In  view  of  the  recent  enactment  of the Madhya Pradesh Uchcha Nayayalaya  (Khand  Nyaypeeth  Ko  Appeal) Adhiniyam, 2005,  the learned  counsel  for  the  appellant  submitted that permission may be granted to the appellant to withdraw the present petition  and  to  pursue his  remedy  by  way  of  Letters  Patent Appeal. 5.      In  view  of  the  recent  enactment  of the Madhya Pradesh Uchcha Nayayalaya  (Khand  Nyaypeeth  Ko  Appeal) Adhiniyam, 2005, which confers power on the High Court to entertain the LPA against  an  order of  the learned Single Judge, we set aside the impugned  order  and  grant liberty  to  the appellant to file a LPA before  the  Division  Bench  of  the High  Court  with  an application for condonation which  shall  be allowed  by  the  Division  Bench  of the High Court.  The  High  Court shall  thereafter  decide  the  LPA after hearing the parties in accordance with law. 6.      The appeal is disposed of accordingly.","Special leave petition was filed against the final judgment and order dated 15th February, 2005 in Writ  Petition  [C]  No.4723  of 2003 by the High Court of Madhya Pradesh Bench at Indore. The High Court set aside the impugned order and granted liberty to the appellant to file a LPA. The appeal is disposed of accordingly.",special leave petitions,60.28
" O R D E R Leave granted.  We have  heard counsel  on both  sides. This appeal,  by special  leave, arises from the judgment of the High Court of Delhi, dated December 7, 1995 made in C.R. No.974/90. It is  not necessary to narrate all the details for the purpose of disposal of this appeal. Suffice it to state that the respondent  had a perpetual lease in 1937 and ever since he has  been using  the premises  for running  a hotel.  The respondent filed  a suit in 1991 for the first time alleging that  the   appellant  had   violated  clause  7(2)  of  the conditions of  lease as  he  has  been  obtained  the  prior permission of  the Commissioner.  Ad-interim injunction  was granted. When he sought for vacation, it was not ordered. On appeal, it  was confirmed  and revision  was dismissed. Thus this appeal, by special leave. It is  an indisputable  fact that  ever since  1937 the appellant  has   been  using  the  premises  for  commercial purpose, viz.,  running a  hotel business.  It is not a case where the balance of convenience would lie if prohibition on running the  hotel on  the basis  of the lease is granted to him. Whether  the appellant  has violated  the conditions of the lease is a matter to be gone into in the suit itself. We decline to go into the merits though Shri Gopal Subramaniam, learned senior  counsel, sought  to impress upon us the non- compliance of the covenants of the lease. He also brought to our notice  the conduct  on the part of the appellant in not obeying the ex-parte order of injunction granted on December 2, 1991  till September  24, 1994. It may be that he did not obey the injunction but remedy is different. On that ground, it cannot  be said that balance of convenience lies in grant of  injunction   in  favour   of  the  respondent.  Granting injunction  is   a  matter   of  discretionary.  Balance  of convenience and  irremediable injury  are triable issues and are required  to be  examined and  found positively. All are apparently lacking. Since the appellant has been running the business right  from 1937,  balance of  convenience does not lie in  issuing the  ad-interim injunction  and he cannot be adequately compensated  if ultimately  succeeds in  the suit for  prohibiting  the  running  of  the  business  which  he http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 acquired a  goodwill for  using the  premises from  long  60 years.  Under  the  circumstances,  the  courts  below  have committed gross error of law in granting injunction. The appeal is accordingly allowed. Ad-interim injuction stands dissolved.  The trial Court is directed to dispose of the suit as expeditiously as possible. No costs.","This appeal,  by special leave, arises from the judgment of the High Court of Delhi, dated December 7, 1995 made in C.R. No.974/90. The respondent had a perpetual lease in 1937 and ever since he has been using the premises for running a hotel. Ad-interim injunction was granted. When he sought for vacation, it was not ordered. On appeal, it  was confirmed and revision was dismissed.",special leave petitions,40.92
" DER We see no reason why the High Courts in such matters filed by the defendants in suits  instituted  by  the  banks before  the  Debt Recovery Tribunal should more or less as a matter of  course  grant  stay  of  proceedings  before  the Tribunals.   The  very  purpose  of setting up the Tribunals will be lost  by  granting  stay  merely  because  there  is challenge to the notification constitution the Tribunal.  In the  present  case,  the  High Court has rightly come to the conclusion that as the proceedings  were  initiated  in  the State  of  Madhya  Pradesh,  the Allahabad High Court had no jurisdiction.","The High Court has rightly come to the conclusion that as the proceedings were initiated in the State of Madhya  Pradesh, the Allahabad High Court had no jurisdiction. We see no reason why the High Courts in such matters filed by the defendants in suits  instituted  by the banks should more or less as a matter of  course grant  stay  of  proceedings.",transfer,33.85
" O R D E R It  is   stated  in   the  rejoinder-affidavit  that  a subcommittee has been constituted by the State Government to consider the  grievances of  the part-time lecturers and the cases of  all such  persons would  be considered by the sub- committee. The  Minister in-charge also seems to have made a statement to  that effect on the floor of the House. If that is so,  it would  be open  to  the  petitioners  to  make  a representation before the sub-committee along with all other persons similarly situated. The writ petition is accordingly dismissed.",It is  stated  in  the rejoinder-affidavit that  a subcommittee has been constituted by the State Government to consider the grievances of  the part-time lecturers. The writ petition is accordingly dismissed.,transfer,31.89
" JUDGMENT O R D E R in I.A. Nos.6-8 OF 2008 IN CIVIL APPEAL NO(s). 1638 OF 2008 Two applications for modification/ clarification of order dated 26th February, 2008 of this Court have been filed by both the parties.  By order dated 26.2.2008, while disposing of the appeal, this Court appointed Smt. Gulab Bai, widow of Sh. Kamal Chand, as Receiver to comply with the order of this Court and has given the appellant four weeks time to restore the possession of the suit property which was injuncted from being occupied and vacated by the Punjab National Bank. We are now informed that Smt. Gulab Bai is an old lady of about 80 years and is not in a position to undertake any major physical activity and continue with the possession of the property. contd...2/- ::2:: In that view of the matter, in  place of Smt. Gulab Bai, we appoint Shri Rishi Gupta, an Advocate of the respondent,  as Receiver to comply with the order of this Court.   Time to restore the possession of the suit property is also extended by another four weeks from this date. Order dated 26th February, 2008 is modified to the extent mentioned hereinabove and I.As. are disposed of.","Two applications for modification/ clarification of order dated 26th February, 2008 of this Court have been filed by both the parties. Smt. Gulab Bai is an old lady of about 80 years and is not in a position to undertake any major physical activity and continue with the possession of the property. Shri Rishi Gupta, an Advocate of the respondent, is appointed as Receiver.",appointment,46.92
" etc.  v. State of Tamil Nadu & Ors., [1971] 2 SCR 430;  Miss Nishi Maghu and Ors. v. State of J & K & Ors., [1980] 4  SCC 95;  Ajay Hasia & Ors. v. Khalid Mujib Sehravardi and  Ors., http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 3 of 3 [1981] 1 SCC 722; Koshal Kumar Gupta & Ors. v. State of J  & K and Ors., [1984] 3 SCR 407, relied on. State  of U.P. v. Rafiquddin and Ors., [1987] Supp.  SCC 401;  Mahmood  Alam Tariq and Ors. v. State of  Rajasthan  & Ors., [1988] 3 SCC 241; distinguished. Liladhar  v.  State of Rajasthan & Ors., [1981] 4  SCC  159, referred to. 2. Even if the entire selection is quashed and a  direc- tion given to hold the viva voce test afresh by reducing the percentage of marks, it would be a futile exercise so far as the  two  Writ Petitioners are concerned, as they  stood  no chance  of being selected even remotely. According to  Ashok Kumar  Yadav’s case candidates should be called  only  three times the number of seats available for appointment. If that criteria  was  applied  then the two  Writ  Petitioners  had absolutely  no chance of being called for interview for  the one  post of Taxation Inspector in the category of  backward class. [135C-E]. Ashok Kumar Yadav and Ors. etc. etc. v. State of Haryana & Ors. etc. etc. [1985] Suppl. SCR 657, referred to. 3.1. In the general category 897 candidates had appeared in interview and so far as one of the four appellants, viz., Rajesh Kumar 111 Saili is concerned, he secured 26 marks in interview and his position  was 668th. He stood no chance of being called  for interview  if candidates upto three times the number of  the posts  were called for interview. Even if the percentage  of marks  in viva voce was reduced from 25 per cent to  15  per cent he stood no chance of selection even remotely. [135G-H] 3.2.  The respondents are directed to appoint the  other three appellants belonging to general category on the  posts of  Taxation Inspector/Excise Inspector as the case may  be, if they are otherwise found suitable for these posts. It  is further  made clear that in case anyone of these  appellants has  become over-aged during this period, this would not  be considered  as a disqualification for their  appointment  to the above post. [136G-H; 137-A] &","According to Ashok Kumar Yadav’s case candidates should be called only three times the number of seats available for appointment. Even if the entire selection is quashed, it would be a futile exercise so far as the two Writ Petitioners are concerned, as they stood no chance of being selected even remotely.",appointment,58.05
" ORDER 1.The only question of law that arises for  consideration in  this appeal is whether the mortgage deed was  proved  in accordance with law in absence of examination of any of  the attesting witnesses. 2.The High Court held that since the appellant, who was a guarantor,  having  admitted his signature on  the  mortgage deed  and he having not Specifically denied in  the  written statement the execution of the document it was not necessary for  the  respondent-plaintiff  to  examine  any   attesting witness to prove the execution of the mortgage deed. 3.In  Kunwar  Surendra  Bahadur Singh  v.  Thakur  Behari Singh’,  it  has  been held that one of  the  essentials  of mortgage  deed is that each of the attesting witnesses  must have  signed the document in the presence of the  executant. The Court held that if the provisions of Sections 58 and  59 of  the  Registration  Act  and Sections 3  and  59  of  the Transfer  of  Property Act are read together, there  was  no escape from the conclusion that a mortgage deed was required to  be  proved by producing ;it least one of  the  attesting witnesses.   In  view of this decision the judgment  of  the High  Court cannot be upheld.  The observation of  the  High Court that there was no specific denial by the appellant  in his written statement also does not appear to be correct  as the appellant in paragraph 11 clearly stated that he did not admit  the  document  dated 22-4-1958.   There  was  thus  a specific denial and as held by the Privy Council in  absence of  production of any attesting witness the  document  could not be deemed to have been proved in accordance with law. 4.In  the  result, this appeal succeeds and  is  allowed. The  order  and  decree  of the  courts  below  against  the appellant-guarantor  is set aside and the suit  against  him shall  stand  dismissed.   We may make  it  clear  that  the mortgagee having not appealed in the High Court against  the decree  passed by the two courts below, it has become  final against him.  Parties shall bear their own costs. http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 725","The High Court held that since the appellant, who was a guarantor, had admitted his signature on the mortgage deed it was not necessary for the respondent-plaintiff to examine any of the attesting witnesses. The Privy Council held that in the absence of  production of any attesting witness the document could not be deemed to have been proved in accordance with law.",transfer,32.42
" O R D E R Notification under Section 4(1) of the Land Acquisition Act, 1894  [for short, the ""Act""] initially was published on May 25, 1956 acquiring a huge extent of 985.95 acres of land for industrial  purpose in  Durgapur. It  would appear  that subsequently the  notification got lapsed. Consequently, the second notification came to be published on August 10, 1964. The Land  Acquisition Officer  determined the compensation @ Rs.2,310/- per acre. In this case, we are concerned with the extent of  the lands  in 5 plots Sri in survey Nos.710, 735, 762, 824  and 912 of an extent of 0.33, 0.11, 0.63, 0.13 and 0.49 acres  respectively. The  reference Court  enhanced the compensation   Rs.1,45,000/- per acre relying upon Ext. 1(d) dated April  24, 1964.  It is  settled law  that the similar lands were  of large  extent involved for acquisition and or evidence relied  upon, even  the High  Court has doubted the genuineness of  this document.  It is  scated by the learned counsel for  the appellant  that this  document came  to  be executed  between   the  parties  who  are  claiming  higher compensation. It  would be  obvious  that  after  the  first notification was  issued and  before the second notification came  to   be  published  this  document  was  brought  into existence  to   inflate  the   market  value.   Under  these circumstances, the  High Court  in  another  case  was  well justified in  doubting the correctness of it. Unfortunately, except that  document, there  is  no    other  evidence  for enhancement of  the compensation.  But in  view of  the fact that large  extent of  the lands  are involved and we do not have the  advantage of any other evidence or assistance from respondents, we are not inclined to confirm the award of the Collector. under these circumstances, we set aside the award or the  Court and the High Court and remit the matter to the reference Court  to decide  the compensation  afresh on  the basis of  the evidence vis-a-vis any other reference pending before  it  having  similar  facts  and  decide  the  matter according to law. http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 The  appeal   is  accordingly   allowed,  but,  in  the circumstances, without costs.","Land Acquisition Act, 1894 [for short, the ""Act""] initially was published on May 25, 1956 acquiring a huge extent of 985.95 acres of land for industrial purpose in Durgapur. The reference Court  enhanced the compensation   Rs.1,45,000 per acre relying upon Ext. 1(d) dated April 24, 1964. The High Court in another case was well justified in doubting the correctness of it.",appointment,42.82
" WITH SPECIAL LEAVE PETITION [C] NO. 19030 OF 1996 [CC - 4204/96] O R D E R These Special  Leave Petitions  have been filed against the orders  passed in  W.P. No.5196/89 on March 12, 1990 and W.P. No.1552/96  on April  26, 1996.  There is absolutely no merit for  condonation  of  delay  in  the  the  first  writ petition. As regards the second writ petition, the facts are not in dispute. Way back in 1974, notification under Section 126(4) of  the Maharashtra Regional Town Planning Act [""MRTP Act"", for short] was issued after the approval of the Scheme by  the   State  Government,  for  acquiring  the  land  for utilisation thereof for the stated Scheme. Pursuant thereto, an award  came to  be passed by the Land Acquisition Officer under Section  11 of  the Land  Acquisition Act,  1894  (for short, the ""Act"") on November 11, 1977. Possession was taken earlier on  October 21,  1974. After  the utilisation of the land, surplus  land was  sought to  be used for allotment to some of  the Councilors  and the  employees of  the Kolhapur Municipality. Consequently,  the first writ petition came to be filed  which was  dismissed on  merits on March 12, 1990. Thereafter, the  petitioners filed  a suit  challenging  the acquisition and suit came to be dismissed as withdrawn being not maintainable.  Writ Petition  No.  1552/96  came  to  be filed. That  writ petition  was also dismissed on the ground that the  earlier order in the writ petition operated as res judicate. Therefore, the second writ petition was held to be not maintainable. Shri Naik,  learned senior  counsel appearing  for  the petitioners, contended that in the second writ petition, the petitioner sought  restitution of the possession pursuant to the Resolution  of the  State Government  dated October  10, 1973 under  which Government  directed that the surplus land was to be utilised first for any other public purpose and in the alternative  it was  to be  given back  to the erstwhile owners.  Since   he  had  sought  enforcement  of  the  said Government  Resolution,  the  writ  petition  could  not  be http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 dismissed on  the ground  of constructive  res judicate.  He also seeks  to rely  upon certain  orders said  to have been passed by  the High  Court in conformity with enforcement of the Government  Resolution. We  do not think that this Court would be  justified in  making direction  for restitution of the land to the erstwhile owners when the land was taken way back  and   vested  in   the  Municipality   free  from  all encumbrances. We  are not concerned with the validity of the notification  in   either  of  the  writ  petitions.  It  is axiomatic that  the land acquired for a public purpose would be utilised for any another public purpose, though use of it was intended  for the  original public  purpose. It  is  not intended that  any land  which remain  unutilised, should be restituted  to   the  erstwhile   owner  to   whom  adequate compensation was  paid according  to the  market value as on the date of the notification. Under these circumstances, the High Court was well justified in refusing to grant relief in both the writ petitions. The special leave petitions are dismissed.","Special Leave Petitions have been filed against the orders passed in W.P. No.5196/89 on March 12, 1990. There is absolutely no merit for  condonation  of  delay in  the  first writ petition. As regards the second writ petition, the facts are not in dispute.",special leave petitions,51.11
" JUDGMENT O R D E R [ARISING OUT OF S.L.P.(C) NO. 17567 OF 2006] 1.                Leave granted. 2.             S. Jayanth and S.Reshma, son and daughter of appellant had filed a Suit being O.S. No. 350 of 1993 for partition of the suit property against their father P. Satyananda and grand-parents C.V. Chinnaiah and C.V. Parvathamma. During the pendency of the suit, S.Reshma-plaintiff and three defendants namely; P. Satyananda, Chinnaiah and Parvathamma expired.  After the death of S. Reshma-plaintiff, her mother S. Ratna was brought on record as legal heir. 3.           A compromise application was filed before the trial court by plaintiff- S.Jayanth and S.Ratna and in lieu thereof a compromise decree was passed on 30.9.2004. During the pendency of the suit, respondent No. 1 had filed an application under Order 1  Rule 10 of Code of Civil Procedure  being Misc. Application No. 8 of 2002 in the Original Suit for impleading him as a party defendant to the proceedings. The said application was rejected by the trial court by its order dated 3.3.2004. Respondent No. 1, instead of filing an appeal against the order of refusal to implead him as a party, preferred a first appeal under Section 96 of C.P.C. before the High Court challenging the compromise decree passed by the trial court on 30.9.2004.  When the matter came up  before the       High Court, a memo is alleged to have been filed by the respondents in the appeal namely; S. Jayanth and S. Ratna stating that they had no objection to set aside the compromise decree dated 30.9.2004  and to implead  respondent No. 1  as defendant in Original Suit No. 350 of 1993. Acting on that memo, the High Court by impugned order dated 9.8.2006 set aside the compromise decree without going into the merits or demerits of the case and remanded the matter to the trial court to proceed with the suit on merits after impleading respondent No. 1 as party to the suit.  Aggrieved by the said order of the High Court, the present appeal has been  filed. 4.           It is submitted by learned counsel for the appellant that the appeal filed by the stranger to the proceedings without he being impleaded as a party was not maintainable   at  all.  Apart from this, the compromise decree dated 30.9.2004 between the parties, i.e. the appellant and  respondent No. 2 could not have been set aside only on the request made by one opposite party when the other opposite party had not made  such a request for se tting aside  the compromise decree.  It is well settled that the compromise decree can be set aside only on the joint prayer of the parties to the compromise and not on the basis of assertion or request to that effect by one of the parties.  In pursuance of our order dated 15.1.2008, the appellant has produced before us the Memo of http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 Consent filed before the High Court.   From that Memo also, it is clear that the Memo was filed and signed by respondent No. 2 herein S. Jayanth (respondent No. 1  in the appeal before the High Court) and not by the appellant S. Ratna (respondent No. 2 in the appeal before the High Court).   The High Court has committed an error in setting aside the compromise decree and remanding the matter  to the trial court for hearing on the suit in accordance with law on its own merits. 5.            We, therefore, set aside the impugned order of the High Court and remand the matter to the High Court to hear  Regular  First  Appeal  No. 1353 of 2004 afresh in accordance with law.  Appeal is, accordingly, allowed with costs of Rs. 10,000/- which shall be paid by respondent No. 1.","S. Jayanth and S.Reshma, son and daughter of appellant, had filed a Suit being O.S. No. 350 of 1993 for partition of the suit property against their father P. Satyananda and grand-parents C.V. Chinnaiah and C.v. Parvathamma. After the death of S. Reshma-plaintiff, her mother S. Ratna was brought on record as legal heir. A compromise application was filed before the trial court by plaintiff- S.Jayanth andS.Ratna and in lieu thereof a compromise decree was passed on 30.9.2004.",barge hire charges,20.24
" O R D E R Leave granted. The learned  counsel for the respondent was directed to produce the  record and  to file  the counter;  but  neither counter has been filled nor the record has been produced. In these circumstances,  we are  constrained to  proceed on the basis of the material on record. The  appellant,  while  he  was  working  as  Executive Engineer,  was asked by the Superintending Engineer to carry out the  visual inspection  of the  work executed at Sonepat Drainage Division  on April 30, 1989. He carried on the same on May  2, 1989  and submitted  the report.  Subsequently, a case  was  registered  against  the  contractors  and  other employees. On  the basis  of subsequent  report submitted by Shri O.P.  Vij, an  FIR was  registered on  August 10,  1989 against the officers connected with the job. Thereafter, the entire staff  connected with the job. Thereafter, the entire staff comprising  of 95  persons in  Karnal Drainage Circle, was put  under suspension in April 1990. On account thereof, the appellant  was also kept under suspension for giving the report of  visual inspection  vis-a-vis the execution of the work. After  his reinstatement, he was due for promotion but the same  was not  given, while  his juniors  were promoted. Consequently,  he   challenged  his   non-consideration  for promotion by  way of  writ petition which has been dismissed by the High Court. Thus, this appeal by special leave. We wanted  to examine  the record  to ascertain whether there is  any substantial  case against  the appellant.  The respondents have  neither filed  counter  nor  produced  the record. Under  these circumstances,  we are  constrained  to accept the  case of  the appellant that he is entitled to be considered for  promotion under  the Rules.  We  direct  the Government to  consider his  case for promotion on the basis of his service record within four months from the receipt of this order.  While doing so, the Government will exclude the material relating to his inspection report. The appeal is accordingly allowed. No costs.","The appellant was asked by the Superintending Engineer to carry out the visual inspection of the work executed at Sonepat Drainage Division on April 30, 1989. He carried on the same on May  2, 1989 and submitted the report. Subsequently, a case was registered against the contractors and other employees. After his reinstatement, he was due for promotion but the same  was not given, while his juniors were promoted.",special leave petitions,63.44
